,atrib_0,atrib_1,atrib_2,atrib_3,atrib_4,atrib_5,atrib_6,atrib_7,atrib_8,atrib_9,atrib_10,atrib_11,atrib_12,atrib_13,atrib_14,atrib_15,atrib_16,atrib_17,atrib_18,clase
50,60,52,0,0.0,0.0,0.7222225999999999,0.5963010999999999,0.7777774000000001,0.7407436,111.62963,101.0,129.22223,104.666664,-31.888890000000004,52.77778000000001,-20.88889,129.22223,0.21837935,-2.2296848,5
51,179,101,0,0.0,0.0,0.44444785,0.38518709999999995,0.61110944,0.32963282,134.92592,126.44443999999999,147.22223,131.11111,-25.444445,36.88889,-11.444445,147.22223,0.14110672,-2.3287346,5
52,112,30,0,0.0,0.0,0.55555725,0.27216440000000003,1.2222226999999999,0.7200825,113.25926000000001,100.77778,130.11111,108.88888500000002,-37.444443,50.555557,-13.111111,130.11111,0.22538376,-2.3853076,5
53,103,64,0,0.0,0.0,0.6666667,0.6992054,1.3333308000000001,0.91893595,108.77778,96.333336,126.22222,103.77778,-37.333332,52.333332,-15.0,126.22222,0.23679679999999997,-2.3554425,5
54,174,50,0,0.0,0.0,1.0000013,0.7601153,0.9444453000000002,0.9525792,107.44443999999999,94.666664,125.77778,101.888885,-38.333332,55.0,-16.666666,125.77778,0.2473368,-2.3372955,5
55,80,40,0,0.0,0.0,0.6111107,0.5741323,0.7222225999999999,0.7722025,110.703705,96.22222,129.0,106.88888500000002,-43.444443,54.88889,-11.444445,129.0,0.2540513,-2.4346924,5
56,67,71,0,0.0,0.0,1.6666666,0.8888911,1.4999987,0.29999846,125.96296000000001,115.55556000000001,140.88889,121.44443999999999,-31.222221,44.77778,-13.555554999999998,140.88889,0.17967218,-2.3397580000000002,5
57,92,56,0,0.0,0.0,0.44444275,0.029629406,0.8333333,0.5666677,126.0,115.88888500000002,140.66666999999998,121.44443999999999,-30.333334000000004,44.0,-13.666667000000002,140.66666999999998,0.17606053,-2.3267827000000003,5
58,67,32,0,0.0,0.0,0.9444440000000001,1.0628421000000001,1.7777786,1.3109215,126.22222,115.11111499999998,142.22223,121.33333600000002,-33.333332,48.0,-14.666667000000002,142.22223,0.19062504,-2.333746,5
59,125,46,0,0.11111111,0.0,0.61110944,0.61161584,2.166668,0.7817352,124.55556000000001,112.77778,141.0,119.88888500000002,-35.333332,49.333332,-14.0,141.0,0.20012376,-2.357688,5
60,101,121,0,0.11111111,0.0,0.6666667,0.843274,1.5,0.88819396,3.4074074999999997,1.1111111999999999,6.0,3.1111112000000003,-6.888889,7.777777700000001,-0.8888889000000001,6.0,0.8435185,-2.5191647999999995,2
61,21,122,0,0.0,0.0,0.44444445,0.4036867,0.44444445,0.4036867,0.5555555999999999,0.0,1.2222222,0.44444445,-1.6666666,2.0,-0.33333334,1.2222222,0.5555555999999999,-2.4445627,2
62,45,89,0,0.0,0.0,0.7777776999999999,0.3407409,0.77777773,0.47407398,2.2962964,0.11111111,6.4444447,0.33333334,-6.5555553,12.444445,-5.888889,6.4444447,0.9861110999999999,-2.1239047,2
63,18,87,0,0.0,0.0,1.5555555,1.9626131999999998,1.8888886999999999,1.7469552,2.925926,1.2222222,5.6666665,1.8888888,-5.111111,8.222222,-3.1111112000000003,5.6666665,0.86277056,-2.2294934,2
64,52,102,0,0.0,0.0,0.72222227,0.50740725,0.8333333,0.5666668,2.8888887999999997,0.6666667,6.3333335,1.6666666,-6.666666499999999,10.333333,-3.6666667,6.3333335,0.89973545,-2.2617195,2
65,54,91,0,0.0,0.0,1.4444443,1.540741,0.8333333,0.25555572,3.2592592000000002,0.5555555999999999,8.0,1.2222222,-8.111111,14.222222,-6.111111,8.0,0.94481075,-2.1867229999999998,2
66,80,87,0,0.0,0.11111111,24.388891,572.9964,44.722225,1386.3292,67.44444,58.77778000000001,79.0,64.55556,-26.0,34.666668,-8.666667,79.0,0.30628127,-2.4221272000000003,2
67,140,124,0,0.0,0.0,1.0,0.44444454,1.1111111999999999,1.0518516000000002,2.5185183999999996,0.22222222,6.111111,1.2222222,-6.888889,10.777778,-3.8888887999999997,6.111111,0.97376543,-2.267462,2
68,69,139,0,0.0,0.0,2.8333328,1.7732588,2.1111112000000003,1.6688870999999998,18.074074,16.0,22.555555,15.666667000000002,-6.222222299999999,13.444445000000002,-7.222222299999999,23.88889,0.38661182,-1.7028333999999998,2
69,9,80,0,0.0,0.0,2.9444444,13.751853,16.666666,71.5111,23.62963,17.333334,31.666665999999996,21.88889,-18.88889,24.11111,-5.222222299999999,31.666665999999996,0.5142537,-2.4315135,2
70,6,81,0,0.0,0.11111111,4.111111,8.740745,5.7222230000000005,28.507409999999997,12.481482000000002,7.666666499999999,18.88889,10.888889,-14.444445000000002,19.222220999999998,-4.777777700000001,18.88889,0.6281558,-2.388561,2
71,74,129,0,0.0,0.0,0.22222222,0.029629637,0.11111111,0.029629635,0.5185185,0.0,1.5555556000000001,0.0,-1.5555556000000001,3.1111112000000003,-1.5555556000000001,1.5555556000000001,1.0,-2.0943952,2
72,41,75,0,0.0,0.11111111,15.388889,19.136257,26.611113,31.713590000000003,55.0,47.444443,65.44444,52.11111,-22.666666,31.333334000000004,-8.666667,65.44444,0.29780185,-2.3567543,2
73,36,145,0,0.0,0.0,0.27777779999999996,0.19629629,1.2777778,2.0629628,0.8518519,0.33333334,1.4444443999999999,0.7777778000000001,-1.5555556000000001,1.7777778000000002,-0.22222222,1.4444443999999999,0.25185186,-2.5309502999999998,2
74,94,144,0,0.0,0.0,0.44444442,0.118518494,0.49999997,0.1666667,1.1481482,0.0,3.4444443999999996,0.0,-3.4444443999999996,6.888889,-3.4444443999999996,3.4444443999999996,1.0,-2.0943952,2
75,18,90,0,0.0,0.0,1.0555555,0.37407416,0.6666667,0.22222227,2.8148147999999997,0.5555555999999999,6.888889,1.0,-6.777777700000001,12.222222,-5.4444447,6.888889,0.9261464,-2.1643226,2
76,68,103,0,0.0,0.0,0.66666675,0.57777774,1.111111,0.96296334,2.148148,0.11111111,5.6666665,0.6666667,-6.111111,10.555555,-4.4444447,5.6666665,0.9876543,-2.1854658,2
77,45,108,0,0.0,0.11111111,25.5,12.795401,27.277779,15.930981,49.814816,41.77778,61.11111,46.555557,-24.11111,33.88889,-9.777778,61.11111,0.35897508,-2.3604912999999996,2
78,59,99,0,0.0,0.0,0.77777785,0.8296296999999999,0.99999994,0.35555559999999997,2.0370371,0.11111111,5.5555553,0.44444445,-5.777777700000001,10.555555,-4.777777700000001,5.5555553,0.9861110999999999,-2.149743,2
79,67,136,0,0.0,0.0,6.722223,3.7083487999999996,2.6666667,3.1972213,15.518517999999998,9.0,25.333334,12.222222,-19.555555,29.444445,-9.888889,25.333334,0.66081303,-2.3075109,2
80,226,110,0,0.0,0.0,0.33333334,0.08888887,0.49999997,0.2111111,1.6666666,0.11111111,4.4444447,0.44444445,-4.6666665,8.333333,-3.6666667,4.4444447,0.9777778,-2.1559837,2
81,231,124,0,0.0,0.0,3.4444447,14.962964999999999,1.8333334,6.4333352999999995,3.0,1.4444443999999999,5.888889,1.6666666,-4.6666665,8.666667,-4.0,5.888889,0.8953690000000001,-2.118937,2
82,103,125,0,0.0,0.0,0.9444445,0.82775915,0.83333343,0.6912146,1.7777778000000002,0.44444445,3.8888887999999997,1.0,-4.0,6.3333335,-2.3333333,3.8888887999999997,0.9238095,-2.2375617,2
83,1,81,0,0.0,0.0,12.166667,267.45554,9.222222,205.36296000000002,21.333334,14.0,30.555555,19.444445,-22.0,27.666665999999996,-5.6666665,30.555555,0.5952821999999999,-2.438409,2
84,230,124,0,0.0,0.0,0.27777779999999996,0.10740743,0.27777779999999996,0.15185183,0.6666667,0.0,2.0,0.0,-2.0,4.0,-2.0,2.0,1.0,-2.0943952,2
85,58,109,0,0.0,0.0,0.8888889000000001,0.25185165,2.8333333,1.677777,4.296296,1.4444443999999999,8.444445,3.0,-8.555555,12.444445,-3.8888887999999997,8.444445,0.8644824000000001,-2.2837872999999997,2
86,59,120,0,0.0,0.0,2.1666667,1.9860634,1.4444441000000001,1.8698384999999997,19.074074,10.555555,33.11111,13.555554999999998,-25.555555,42.11111,-16.555555,33.11111,0.6812664,-2.2312608,2
87,140,125,0,0.0,0.0,0.66666657,0.22222227,2.6666667,3.7777781000000004,3.925926,1.5555556000000001,7.777777700000001,2.4444444,-7.111111,11.555555,-4.4444447,7.777777700000001,0.85319865,-2.2342408,2
88,127,143,0,0.0,0.0,1.5,0.12222214,0.88888884,0.60740745,4.185185,0.8888889000000001,9.444445,2.2222223,-9.888889,15.777778,-5.888889,9.444445,0.915376,-2.2574123999999998,2
89,23,129,0,0.0,0.0,0.5,0.077777795,0.38888887,0.15185186,0.5185185,0.0,1.5555556000000001,0.0,-1.5555556000000001,3.1111112000000003,-1.5555556000000001,1.5555556000000001,0.7777778000000001,-2.0943952,2
90,191,119,0,0.0,0.0,1.1111107,1.2938615,0.9444459000000001,0.772202,39.851852,36.22222,48.22222,35.11111,-10.888889,25.11111,-14.222222,48.22222,0.27171725,-2.0059998,1
91,219,80,0,0.0,0.0,1.2777767,0.3296295,0.6666667,0.9333318000000002,39.703705,36.333335999999996,48.22222,34.555557,-10.111111,25.555555,-15.444445000000002,48.22222,0.28296396,-1.9626464,1
92,136,45,0,0.0,0.0,1.222222,1.5444058999999999,2.0555553,1.5263131,53.074073999999996,48.11111,63.77778000000001,47.333332,-14.888889,32.11111,-17.222220999999998,63.77778000000001,0.25936732,-2.0459049,1
93,66,160,0,0.0,0.0,3.0000007,4.044447,2.777778,0.4296295,22.851851999999997,18.222220999999998,31.555555,18.777779000000002,-13.888889,26.11111,-12.222222,31.555555,0.4260139,-2.1387258,1
94,190,105,0,0.0,0.0,1.8888893,2.2962982999999997,2.166666,1.6777796999999999,45.74074,41.22222,56.33333199999999,39.666668,-13.555554999999998,31.777779,-18.222220999999998,56.33333199999999,0.29599184,-1.9960818,1
95,37,78,0,0.0,0.0,1.0000006,0.17777735,2.5555565,2.8740728,43.814816,41.11111,51.88889,38.444443,-8.111111,24.222220999999998,-16.11111,51.88889,0.25891644,-1.8860723000000001,1
96,198,127,0,0.0,0.0,2.4444444,4.385187,8.555555,59.54075,40.74074,38.0,48.22222,36.0,-8.222222,22.444445,-14.222222,48.22222,0.24899939,-1.9083477999999998,1
97,191,101,0,0.0,0.0,1.111112,0.7793635,1.1111113000000001,1.186342,45.037037,39.0,57.11111,39.0,-18.11111,36.22222,-18.11111,57.11111,0.32273299,-2.0943026999999996,1
98,243,120,0,0.0,0.0,4.4444447,4.359749,1.5555546999999998,1.8338386999999998,47.851852,44.77778,56.33333199999999,42.444443,-9.222222,25.444445,-16.222220999999998,56.33333199999999,0.24532129999999996,-1.9107348999999998,1
99,230,117,0,0.0,0.0,3.2777786,0.92895794,1.4444433,0.86066324,39.037037,33.555557,49.77778,33.77778,-16.444445,32.22222,-15.777778,49.77778,0.33502588,-2.1062347999999997,1
100,151,89,0,0.0,0.0,8.388889,4.577317,0.72222203,0.38968238,31.703703000000004,27.333334000000004,41.0,26.777779,-13.111111,27.888890000000004,-14.777778,41.0,0.35127252,-2.0465415,1
101,176,100,0,0.0,0.0,1.9444441000000003,0.7740748000000001,1.4444447,0.6518514,55.370369999999994,50.333332,66.88889,48.88889,-15.111111,34.555557,-19.444445,66.88889,0.26862052,-2.00619,1
102,118,126,0,0.0,0.0,0.6666667,0.39999974,1.8333336,2.1222223999999996,20.555555,16.11111,28.666665999999996,16.88889,-13.333332999999998,24.333334,-11.0,28.666665999999996,0.43707799999999997,-2.1588047,1
103,42,57,0,0.0,0.0,1.3888906,0.97562754,0.99999875,0.36514837,65.703705,59.44444300000001,79.44444,58.22221999999999,-18.777779000000002,41.22222,-22.444445,79.44444,0.26677614,-2.0307028000000003,1
104,217,148,0,0.0,0.0,2.0555556,2.551854,1.0555553,0.5074078,29.074074,21.444445,41.555557,24.222220999999998,-22.88889,37.444443,-14.555554999999998,41.555557,0.48377079999999995,-2.2379715,1
105,14,146,0,0.11111111,0.0,0.8888889999999999,0.47407380000000005,1.1111111999999999,0.7407406999999999,10.592592,8.0,15.666667000000002,8.111112,-7.777777700000001,15.222222,-7.4444447,15.666667000000002,0.48786426,-2.1089108,1
106,22,87,0,0.0,0.0,1.8888898999999997,1.2590423000000002,1.1666666,0.62361073,64.03704,55.77778000000001,80.333336,56.0,-24.777779000000002,48.88889,-24.11111,80.333336,0.30969977,-2.105073,1
107,130,32,0,0.0,0.0,1.1111113000000001,1.0470409999999999,0.83333397,0.83665866,59.481480000000005,54.22221999999999,70.88889,53.33333199999999,-15.777778,34.22222,-18.444445,70.88889,0.24900064,-2.042422,1
108,162,159,0,0.0,0.0,2.1666667,0.9603238000000002,2.2222223,1.4555128000000002,26.11111,25.222220999999998,29.555555,23.555555,-2.6666667,10.333333,-7.666666499999999,29.555555,0.20284556,-1.8025542,1
109,150,158,0,0.0,0.0,2.166667,1.6333338,1.388889,0.41851807,8.444445,7.0,12.222222,6.111111,-4.3333335,11.333333,-7.0,12.222222,0.50308645,-1.9434487,1
110,163,68,0,0.0,0.0,1.833334,2.2111099999999997,1.5555558999999999,0.96296287,56.77778000000001,52.0,68.22222,50.11111,-14.333332999999998,34.333332,-20.0,68.22222,0.26505277,-1.9843078,1
111,187,80,0,0.0,0.0,1.3333327,0.7111114000000001,1.3333334,0.7111086,40.51852,37.77778,47.666668,36.11111,-8.222222,21.444445,-13.222222,47.666668,0.24472968,-1.942698,1
112,140,73,0,0.0,0.0,1.7222214,0.8277598,0.7777774000000001,1.0036957,46.296295,45.666668,51.11111,42.11111,-1.8888888,14.444445000000002,-12.555555,51.11111,0.1761556,-1.6815889,1
113,236,117,0,0.0,0.0,0.7777786,0.40368706,1.277778,0.74286777,45.88889,39.555557,58.44444300000001,39.666668,-19.0,37.666668,-18.666666,58.44444300000001,0.33047688,-2.0994802000000004,1
114,112,90,0,0.0,0.0,7.388889999999999,6.9455557,1.2777773000000001,0.87981415,65.18519,57.66666800000001,79.77778,58.11111,-22.555555,43.77778,-21.222220999999998,79.77778,0.27834544,-2.108813,1
115,197,121,0,0.0,0.0,21.666666,17.3628,0.94444436,0.9047208000000001,41.037037,37.444443,49.444443,36.22222,-10.777778,25.222220999999998,-14.444445000000002,49.444443,0.28057775,-1.9955361,1
116,141,17,0,0.11111111,0.22222222,3.7222226000000003,4.4493027000000005,5.0,2.319004,44.592594,40.333335999999996,54.0,39.444443,-12.777778,28.222221,-15.444445000000002,54.0,0.26818594,-2.030048,1
117,79,28,0,0.0,0.0,4.2777769999999995,3.7618961000000004,0.8333333,0.6582806,62.40740600000001,53.44444300000001,79.111115,54.66666800000001,-26.888890000000004,50.11111,-23.222220999999998,79.111115,0.32455578,-2.1445074,1
118,169,102,0,0.0,0.0,1.0,0.35555485,0.8888893,0.2962955,58.22221999999999,53.44444300000001,69.66667,51.555557,-14.333332999999998,34.333332,-20.0,69.66667,0.25975996,-1.9855843,1
119,208,65,0,0.0,0.0,1.3888874,1.2367799,26.444445,25.537477,56.70370500000001,52.66666800000001,64.44444,53.0,-12.111111,23.222220999999998,-11.111111,64.44444,0.19713038,-1.9708116000000002,1
120,189,144,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
121,189,141,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
122,210,153,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
123,57,89,0,0.0,0.0,1.7222221999999998,1.3066783000000002,6.1666665,4.703426400000001,17.0,13.0,24.555555,13.444445000000002,-12.0,22.666666,-10.666667,24.555555,0.47748852,-2.1297464,6
124,243,94,0,0.0,0.0,0.6666666,0.31111112,0.22222221,0.029629631,1.1851851999999998,0.22222222,3.2222223,0.11111111,-2.8888887999999997,6.111111,-3.2222223,3.2222223,0.9777778,-2.0712416,6
125,229,104,0,0.0,0.0,0.49999985,0.54772234,2.8333333,2.0412421000000003,19.777779000000002,16.333334,26.11111,16.88889,-10.333333,19.0,-8.666667,26.11111,0.37553233,-2.1506376,6
126,226,131,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
127,196,95,0,0.0,0.0,1.7222220000000001,1.1238165,1.3333335,1.2649110000000001,7.6296296,6.777777700000001,10.777778,5.3333335,-2.5555556,9.444445,-6.888889,10.777778,0.51256585,-1.7492584,6
128,43,152,0,0.0,0.0,1.9444445,1.7074082,1.2222222,0.8296299000000001,1.5185186000000002,1.0,2.8888887999999997,0.6666667,-1.5555556000000001,4.111111,-2.5555556,2.8888887999999997,0.64867723,-1.9332388999999999,6
